"Ukazatel","Typ údaje","Území","CZ-COICOP","Měsíce","Hodnota"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2011","94.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2011","95.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2012","99.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2012","99.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2012","99.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2012","99.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2012","99.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2012","99.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2012","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2012","99.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2012","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2012","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2012","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2012","99.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2013","102.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2013","102.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2013","102.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2013","102.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2013","101.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2013","101.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2013","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2013","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2013","101"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2013","101"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2013","101"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2013","100.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2014","98.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2014","98.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2014","98.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2014","98.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2014","98.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2014","98.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2014","99.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2014","99.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2014","99.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2014","99.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2014","99.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2014","99.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2015","99.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2015","99.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2015","100.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2015","100.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2015","100.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2016","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2016","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2016","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2016","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2016","99.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2016","99.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2016","99.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2016","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2016","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2016","100.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2016","100.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2016","100.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2017","100.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2017","100.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2017","100.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2017","100.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2017","100.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2017","100.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2017","100.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2017","100.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2017","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2017","100.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2017","100.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2017","100.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2018","101.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2018","101.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2018","101.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2018","102"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2018","102.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2018","102.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2018","102.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2018","103.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2018","103.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2018","103.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2018","103.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2018","103.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2019","106.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2019","106.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2019","107.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2019","107.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2019","108"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2019","108.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2019","108.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2019","108.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","září 2019","108.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","říjen 2019","108.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","listopad 2019","109.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","prosinec 2019","109.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","leden 2020","111.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","únor 2020","111.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","březen 2020","112.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","duben 2020","112.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","květen 2020","112"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červen 2020","112"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","červenec 2020","112.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Bydlení, voda, energie, paliva","srpen 2020","112.2"
